Algorithm,parameter_name,parameter_value,total_ev_served_mean,total_ev_served_std,total_evs_spawned_mean,total_evs_spawned_std,total_profits_mean,total_profits_std,total_energy_charged_mean,total_energy_charged_std,total_energy_discharged_mean,total_energy_discharged_std,average_user_satisfaction_mean,average_user_satisfaction_std,power_tracker_violation_mean,power_tracker_violation_std,tracking_error_mean,tracking_error_std,energy_tracking_error_mean,energy_tracking_error_std,energy_user_satisfaction_mean,energy_user_satisfaction_std,std_energy_user_satisfaction_mean,std_energy_user_satisfaction_std,min_energy_user_satisfaction_mean,min_energy_user_satisfaction_std,total_steps_min_emergency_battery_capacity_violation_mean,total_steps_min_emergency_battery_capacity_violation_std,transformer_overload_kwh_mean,transformer_overload_kwh_std,peak_transformer_loading_pct_mean,peak_transformer_loading_pct_std,average_transformer_loading_pct_mean,average_transformer_loading_pct_std,battery_degradation_mean,battery_degradation_std,battery_degradation_calendar_mean,battery_degradation_calendar_std,battery_degradation_cycling_mean,battery_degradation_cycling_std,total_reward_mean,total_reward_std,action_mask_mean,action_mask_std,execution_time_mean,execution_time_std,v2g_time_percentage_mean,v2g_time_percentage_std,average_v2g_power_mean,average_v2g_power_std,calendar_degradation_mean,calendar_degradation_std,cyclic_degradation_mean,cyclic_degradation_std,profit_per_ev_mean,profit_per_ev_std
RR,Transformer Max Power (kW),100,16.0,0.0,16.0,0.0,-44.3509403901808,7.105427357601002e-15,212.90012308846192,0.0,0.0,0.0,0.7416935519184733,0.0,0.0,0.0,42032.09612467276,0.0,298.28502142356353,0.0,74.16935519184733,0.0,22.133326031290853,0.0,44.078125,0.0,0.0,0.0,0.0,0.0,36.36000000000001,0.0,7.603575824587925,0.0,0.0020839653006791536,0.0,0.000590803707270342,0.0,0.0014931615934088121,2.168404344971009e-19,-42.68006310369203,0.0,0.0,0.0,0.08529456456502278,0.03573280042454705,0.0,0.0,0.0,0.0,3.720590172674897e-05,0.0,9.308208508273278e-05,1.3552527156068805e-20,-2.7719337743863,4.440892098500626e-16
SAC,Transformer Max Power (kW),100,16.0,0.0,16.0,0.0,-39.16320895826955,0.0,326.11219210254836,0.0,142.32515097129522,0.0,0.7020009361139697,1.1102230246251565e-16,121.72877853691284,0.0,71402.71710205376,0.0,388.2624926492288,5.684341886080802e-14,70.20009361139697,0.0,35.03210532480838,0.0,16.867283950617285,0.0,3.0,0.0,0.0,0.0,43.94409264483005,0.0,6.563822897544753,0.0,0.00424392294064911,0.0,0.000526568488505577,0.0,0.0037173544521435322,4.336808689942018e-19,-37.772169253661964,0.0,0.0,0.0,0.18374999364217123,0.0160659398124097,39.77055449330784,0.0,2.7370221340633694,0.0,3.317000934608109e-05,0.0,0.00023258231636473685,2.710505431213761e-20,-2.447700559891847,0.0
DDPG,Transformer Max Power (kW),100,16.0,0.0,16.0,0.0,-7.790778922749376,0.0,193.0373532080447,0.0,153.3025,0.0,0.5371524127707464,0.0,0.0,0.0,99245.64913521492,0.0,471.4502913039808,0.0,53.71524127707465,0.0,40.85339427561788,0.0,15.432098765432102,0.0,4.0,0.0,0.0,0.0,22.379999999999978,3.552713678800501e-15,1.419101900287308,2.220446049250313e-16,0.0034469145952191276,4.336808689942018e-19,0.000461539351162816,0.0,0.0029853752440563114,0.0,-10.453003265620488,0.0,0.0,0.0,0.16210071245829263,0.014224113927063792,53.72848948374761,0.0,2.1822419928825623,0.0,2.8869995491329114e-05,0.0,0.00018844021404186757,0.0,-0.486923682671836,0.0
DDPG+PER,Transformer Max Power (kW),100,16.0,0.0,16.0,0.0,6.354255055452843,0.0,157.83012856409016,0.0,179.395,0.0,0.4831935342817502,5.551115123125783e-17,0.0,0.0,116524.80545837987,0.0,532.7500159479353,0.0,48.31935342817502,0.0,40.072516834805256,0.0,15.432098765432102,0.0,5.0,0.0,0.0,0.0,35.76445939385063,0.0,-0.7701739798539243,1.1102230246251565e-16,0.0032063239487036214,0.0,0.0003660206350548873,0.0,0.002840303313648733,4.336808689942018e-19,0.5709154201122972,0.0,0.0,0.0,0.1593186855316162,0.01128475331856503,63.8623326959847,7.105427357601002e-15,2.1484431137724553,0.0,2.2865601092092057e-05,3.3881317890172014e-21,0.0001775358593265338,0.0,0.3971409409658027,0.0
TQC,Transformer Max Power (kW),100,16.0,0.0,16.0,0.0,36.76872362979342,0.0,148.12116137278207,0.0,339.39121677788285,0.0,0.2956320606421233,0.0,109.09591488690101,0.0,275304.20353399613,0.0,757.0031573605769,0.0,29.563206064212327,0.0,21.04066427908682,0.0,15.432098765432102,0.0,9.0,0.0,0.0,0.0,60.60781337792874,0.0,-6.83107340732503,0.0,0.003102215049188475,0.0,0.00013004440002244556,0.0,0.0029721706491660296,0.0,35.30972270914426,0.0,0.0,0.0,0.17127521832784018,0.007572937564603285,83.36520076481835,0.0,3.1136808878704847,0.0,8.08300917184528e-06,0.0,0.00018600689882026781,0.0,2.298045226862089,0.0
Online_MPC_NonAdaptive,Transformer Max Power (kW),100,16.0,0.0,16.0,0.0,18.566568015715742,0.0,138.09523641845496,0.0,224.4,2.842170943040401e-14,0.4186760025140018,0.0,3.228830918562775,0.0,159435.30579693106,0.0,599.1043235528518,0.0,41.86760025140018,0.0,4.381331482370459,0.0,37.43827160493828,0.0,36.0,0.0,0.0,0.0,13.832267491984181,0.0,-3.082312985055179,0.0,0.002155738102517348,0.0,0.0002966107073566557,0.0,0.001859127395160692,2.168404344971009e-19,11.345200040647333,0.0,0.0,0.0,10.342483838399252,0.6103867643601802,17.208413001912046,0.0,9.973333333333334,0.0,1.85148876892051e-05,0.0,0.00011532482862088707,0.0,1.1604105009822339,0.0
Online_MPC_Adaptive,Transformer Max Power (kW),100,16.0,0.0,16.0,0.0,18.566568015715742,0.0,138.09523641845496,0.0,224.4,2.842170943040401e-14,0.4186760025140018,0.0,3.228830918562775,0.0,159435.30579693106,0.0,599.1043235528518,0.0,41.86760025140018,0.0,4.381331482370459,0.0,37.43827160493828,0.0,36.0,0.0,0.0,0.0,13.832267491984181,0.0,-3.082312985055179,0.0,0.002155738102517348,0.0,0.0002966107073566557,0.0,0.001859127395160692,2.168404344971009e-19,11.345200040647333,0.0,0.0,0.0,10.016919692357382,0.5357754821238102,17.208413001912046,0.0,9.973333333333334,0.0,1.85148876892051e-05,0.0,0.00011532482862088707,0.0,1.1604105009822339,0.0
AFAP,Transformer Max Power (kW),200,16.0,0.0,16.0,0.0,-98.6953790347602,0.0,464.67299778112334,0.0,0.0,0.0,1.0,0.0,643.1303946214376,0.0,61677.66935543795,7.275957614183426e-12,368.077344041621,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,51.58823557846872,0.0,8.297732103234344,0.0,0.005380781954359333,8.673617379884035e-19,0.0009551547777394807,1.0842021724855044e-19,0.004425627176619852,0.0,-98.69537903476015,0.0,0.0,0.0,0.10502743721008301,0.02112107006003532,0.0,0.0,0.0,0.0,6.0016677824146525e-05,0.0,0.00027940089732436104,0.0,-6.168461189672512,0.0
ALAP,Transformer Max Power (kW),200,16.0,0.0,16.0,0.0,-55.74511486058628,0.0,249.53542286274168,2.842170943040401e-14,0.0,0.0,0.7754081549970567,0.0,311.2271314305753,0.0,85570.29307100765,0.0,417.2632873645714,0.0,77.54081549970567,0.0,14.493132759047201,0.0,61.419753086419746,0.0,0.0,0.0,0.0,0.0,46.42499999999998,0.0,4.455989693977529,0.0,0.0021974015555746205,0.0,0.00046551839222826316,0.0,0.0017318831633463573,0.0,-47.843711772022914,0.0,0.0,0.0,0.1320345401763916,0.053882960825030767,0.0,0.0,0.0,0.0,2.9681433026585264e-05,3.3881317890172014e-21,0.00010659499673146276,0.0,-3.4840696787866423,0.0
RR,Transformer Max Power (kW),200,16.0,0.0,16.0,0.0,-44.3509403901808,7.105427357601002e-15,212.90012308846192,0.0,0.0,0.0,0.7416935519184733,0.0,0.0,0.0,42032.09612467276,0.0,298.28502142356353,0.0,74.16935519184733,0.0,22.133326031290853,0.0,44.078125,0.0,0.0,0.0,0.0,0.0,18.180000000000003,0.0,3.8017879122939626,0.0,0.0020839653006791536,0.0,0.000590803707270342,0.0,0.0014931615934088121,2.168404344971009e-19,-42.68006310369203,0.0,0.0,0.0,0.11183253924051921,0.030480327670806363,0.0,0.0,0.0,0.0,3.720590172674897e-05,0.0,9.308208508273278e-05,1.3552527156068805e-20,-2.7719337743863,4.440892098500626e-16
SAC,Transformer Max Power (kW),200,16.0,0.0,16.0,0.0,-54.327695755698166,7.105427357601002e-15,349.7380403979169,0.0,95.30112086586415,0.0,0.7725651942409825,0.0,198.8418965429871,0.0,54948.841691296584,0.0,356.1691732514665,0.0,77.25651942409824,0.0,30.91363145957764,0.0,15.432098765432102,0.0,2.0,0.0,0.0,0.0,27.974558608940708,3.552713678800501e-15,4.5435164202152265,0.0,0.004398623106063095,0.0,0.0006527158094365443,1.0842021724855044e-19,0.0037459072966265507,4.336808689942018e-19,-53.85755284718508,7.105427357601002e-15,0.0,0.0,0.1846919059753418,0.032074833868032365,27.342256214149142,0.0,2.6657656186255707,0.0,4.104080162937103e-05,0.0,0.00023538583554162803,0.0,-3.3954809847311354,4.440892098500626e-16
DDPG,Transformer Max Power (kW),200,16.0,0.0,16.0,0.0,-7.790778922749376,0.0,193.0373532080447,0.0,153.3025,0.0,0.5371524127707464,0.0,0.0,0.0,99245.64913521492,0.0,471.4502913039808,0.0,53.71524127707465,0.0,40.85339427561788,0.0,15.432098765432102,0.0,4.0,0.0,0.0,0.0,11.189999999999989,1.7763568394002505e-15,0.709550950143654,1.1102230246251565e-16,0.0034469145952191276,4.336808689942018e-19,0.000461539351162816,0.0,0.0029853752440563114,0.0,-10.453003265620488,0.0,0.0,0.0,0.17215545972188315,0.011462430527998384,53.72848948374761,0.0,2.1822419928825623,0.0,2.8869995491329114e-05,0.0,0.00018844021404186757,0.0,-0.486923682671836,0.0
DDPG+PER,Transformer Max Power (kW),200,16.0,0.0,16.0,0.0,6.354255055452843,0.0,157.83012856409016,0.0,179.395,0.0,0.4831935342817502,5.551115123125783e-17,0.0,0.0,116524.80545837987,0.0,532.7500159479353,0.0,48.31935342817502,0.0,40.072516834805256,0.0,15.432098765432102,0.0,5.0,0.0,0.0,0.0,17.882229696925314,0.0,-0.38508698992696216,5.551115123125783e-17,0.0032063239487036214,0.0,0.0003660206350548873,0.0,0.002840303313648733,4.336808689942018e-19,0.5709154201122972,0.0,0.0,0.0,0.16478625933329263,0.04166284245051484,63.8623326959847,7.105427357601002e-15,2.1484431137724553,0.0,2.2865601092092057e-05,3.3881317890172014e-21,0.0001775358593265338,0.0,0.3971409409658027,0.0
