Algorithm,parameter_name,parameter_value,total_ev_served_mean,total_evs_spawned_mean,total_profits_mean,total_energy_charged_mean,total_energy_discharged_mean,average_user_satisfaction_mean,power_tracker_violation_mean,tracking_error_mean,energy_tracking_error_mean,energy_user_satisfaction_mean,std_energy_user_satisfaction_mean,min_energy_user_satisfaction_mean,total_steps_min_emergency_battery_capacity_violation_mean,transformer_overload_kwh_mean,peak_transformer_loading_pct_mean,average_transformer_loading_pct_mean,battery_degradation_mean,battery_degradation_calendar_mean,battery_degradation_cycling_mean,total_reward_mean,action_mask_mean,execution_time_mean,v2g_time_percentage_mean,average_v2g_power_mean,calendar_degradation_mean,cyclic_degradation_mean,profit_per_ev_mean
DDPG,EV Desired Capacity (%),0.6,25.0,25.0,43.91961177881044,167.46300768635882,374.6775,0.5180912768212274,0.0,302082.7882574633,926.3881822662928,43.39255793380598,38.85753421465773,12.987012987012985,12.0,0.0,20.095180009762153,-7.46784776221561,0.005327593180633774,0.0005345472398140223,0.004793045940819752,27.08603344935315,0.0,0.2211916446685791,68.40796019900498,2.724927272727273,2.1321310794089837e-05,0.00019304706126257646,1.7567844711524176
SAC,EV Desired Capacity (%),0.6,25.0,25.0,-21.945419115697668,460.3993949328294,378.6713344372463,0.7865868048091672,3.0011077278246585,173793.86922888883,638.9461833209809,61.574045654106754,32.580844892924176,17.24137931034483,8.0,0.0,53.39934084394121,2.945415192091675,0.007869536576917812,0.0008511484248207652,0.007018388152097048,-19.84144273493564,0.0,0.23769068717956543,46.26865671641791,4.071734778895121,3.4122034820768816e-05,0.0002810780971401963,-0.8778167646279067
TD3,EV Desired Capacity (%),0.6,25.0,25.0,-7.946934953933443,445.0296883995902,439.0043454918366,0.6560567915477974,84.35402100439319,237657.3398208419,755.3253575470951,56.819623816841286,39.28408230822983,15.432098765432102,11.0,0.0,47.53869609734986,0.21714863206644194,0.008106597671618025,0.0008742329469626914,0.007232364724655334,-11.896584616336948,0.0,0.20590710639953613,47.636815920398014,4.584901780593594,3.4871596937102496e-05,0.0002904811481997232,-0.31787739815733773
AFAP,EV Desired Capacity (%),0.6,25.0,25.0,-139.96573697754482,648.0850944056498,0.0,1.0,947.82327184793,120547.70110728794,545.000231470967,99.99514242878563,0.018067204944304832,99.91304347826087,0.0,79.01382221754525,130.03521085531372,23.35647843905131,0.008100693574451015,0.0015292573787491998,0.006571436195701816,-3263.8431589254637,0.0,0.1844782829284668,0.0,0.0,6.144605535039924e-05,0.00026535007515575166,-5.598629479101793
ALAP,EV Desired Capacity (%),0.6,25.0,25.0,-89.28734466384567,372.0707719126967,0.0,0.9983651307895368,364.43628276386795,125199.72620173584,529.321059421889,81.3329498411022,11.792254668762252,57.64578833693306,0.0,3.974852307433057,100.23370797225472,13.409138764331253,0.0030556746887867156,0.0008618480194145362,0.0021938266693721795,-109.55666885191043,0.0,0.1516425609588623,0.0,0.0,3.502764226637076e-05,8.720503123801221e-05,-3.5714937865538268
RR,EV Desired Capacity (%),0.6,25.0,25.0,-68.61404575010964,317.0792037164814,0.0,0.9741509190106594,0.0,68040.35782265641,402.0944862361704,77.69678912700165,18.310367483491405,43.14782608695652,0.0,0.0,43.67121256613575,11.427285782382274,0.0032913960590427198,0.0010485677104804375,0.0022428283485622824,-67.9135879489538,0.0,0.19125795364379883,0.0,0.0,4.2206793880502964e-05,9.006972479666872e-05,-2.7445618300043857
Online_MPC_NonAdaptive,EV Desired Capacity (%),0.6,25.0,25.0,50.252196952718336,221.37966960576702,470.4103106159494,0.670975087026133,1.3214289500043912,358909.94257417496,968.8650454378363,40.3278279631849,3.3231989755040705,31.25974025974026,94.0,0.0,25.949961188943522,-8.974868960304768,0.00391592517055182,0.0004509430699652268,0.0034649821005865934,47.06019363670524,0.0,14.575400114059448,23.756218905472636,9.85152482965339,1.7994550529724622e-05,0.0001385904929618021,2.0100878781087332
Online_MPC_Adaptive,EV Desired Capacity (%),0.6,25.0,25.0,50.252196952718336,221.37966960576702,470.4103106159494,0.670975087026133,1.3214289500043912,358909.94257417496,968.8650454378363,40.3278279631849,3.3231989755040705,31.25974025974026,94.0,0.0,25.949961188943522,-8.974868960304768,0.00391592517055182,0.0004509430699652268,0.0034649821005865934,47.06019363670524,0.0,15.72177267074585,23.756218905472636,9.85152482965339,1.7994550529724622e-05,0.0001385904929618021,2.0100878781087332
DDPG,EV Desired Capacity (%),0.75,25.0,25.0,43.91961177881044,167.46300768635882,374.6775,0.4811396881236485,0.0,302082.7882574633,926.3881822662928,43.39255793380598,38.85753421465773,12.987012987012985,12.0,0.0,20.095180009762153,-7.46784776221561,0.005327593180633774,0.0005345472398140223,0.004793045940819752,23.78049967281954,0.0,0.23795056343078613,68.40796019900498,2.724927272727273,2.1321310794089837e-05,0.00019304706126257646,1.7567844711524176
SAC,EV Desired Capacity (%),0.75,25.0,25.0,-21.945419115697668,460.3993949328294,378.6713344372463,0.7264130671400789,3.0011077278246585,173793.86922888883,638.9461833209809,61.574045654106754,32.580844892924176,17.24137931034483,8.0,0.0,53.39934084394121,2.945415192091675,0.007869536576917812,0.0008511484248207652,0.007018388152097048,-19.917740789914028,0.0,0.20584964752197266,46.26865671641791,4.071734778895121,3.4122034820768816e-05,0.0002810780971401963,-0.8778167646279067
TD3,EV Desired Capacity (%),0.75,25.0,25.0,-7.946934953933443,445.0296883995902,439.0043454918366,0.6227608921754358,84.35402100439319,237657.3398208419,755.3253575470951,56.819623816841286,39.28408230822983,15.432098765432102,11.0,0.0,47.53869609734986,0.21714863206644194,0.008106597671618025,0.0008742329469626914,0.007232364724655334,-14.134366885495929,0.0,0.2382044792175293,47.636815920398014,4.584901780593594,3.4871596937102496e-05,0.0002904811481997232,-0.31787739815733773
AFAP,EV Desired Capacity (%),0.75,25.0,25.0,-139.96573697754482,648.0850944056498,0.0,1.0,947.82327184793,120547.70110728794,545.000231470967,99.99514242878563,0.018067204944304832,99.91304347826087,0.0,79.01382221754525,130.03521085531372,23.35647843905131,0.008100693574451015,0.0015292573787491998,0.006571436195701816,-3263.8431589254637,0.0,0.09194612503051758,0.0,0.0,6.144605535039924e-05,0.00026535007515575166,-5.598629479101793
ALAP,EV Desired Capacity (%),0.75,25.0,25.0,-89.28734466384567,372.0707719126967,0.0,0.9700103806787911,364.43628276386795,125199.72620173584,529.321059421889,81.3329498411022,11.792254668762252,57.64578833693306,0.0,3.974852307433057,100.23370797225472,13.409138764331253,0.0030556746887867156,0.0008618480194145362,0.0021938266693721795,-107.78322560631122,0.0,0.07549738883972168,0.0,0.0,3.502764226637076e-05,8.720503123801221e-05,-3.5714937865538268
RR,EV Desired Capacity (%),0.75,25.0,25.0,-68.61404575010964,317.0792037164814,0.0,0.9129654252580668,0.0,68040.35782265641,402.0944862361704,77.69678912700165,18.310367483491405,43.14782608695652,0.0,0.0,43.67121256613575,11.427285782382274,0.0032913960590427198,0.0010485677104804375,0.0022428283485622824,-65.76678231245106,0.0,0.07387852668762207,0.0,0.0,4.2206793880502964e-05,9.006972479666872e-05,-2.7445618300043857
Online_MPC_NonAdaptive,EV Desired Capacity (%),0.75,25.0,25.0,50.252196952718336,221.37966960576702,470.4103106159494,0.5367800696209063,1.3214289500043912,358909.94257417496,968.8650454378363,40.3278279631849,3.3231989755040705,31.25974025974026,94.0,0.0,25.949961188943522,-8.974868960304768,0.00391592517055182,0.0004509430699652268,0.0034649821005865934,40.33780856925639,0.0,13.610310792922974,23.756218905472636,9.85152482965339,1.7994550529724622e-05,0.0001385904929618021,2.0100878781087332
Online_MPC_Adaptive,EV Desired Capacity (%),0.75,25.0,25.0,50.252196952718336,221.37966960576702,470.4103106159494,0.5367800696209063,1.3214289500043912,358909.94257417496,968.8650454378363,40.3278279631849,3.3231989755040705,31.25974025974026,94.0,0.0,25.949961188943522,-8.974868960304768,0.00391592517055182,0.0004509430699652268,0.0034649821005865934,40.33780856925639,0.0,12.988693475723267,23.756218905472636,9.85152482965339,1.7994550529724622e-05,0.0001385904929618021,2.0100878781087332
DDPG,EV Desired Capacity (%),0.85,25.0,25.0,43.91961177881044,167.46300768635882,374.6775,0.46375070520714085,0.0,302082.7882574633,926.3881822662928,43.39255793380598,38.85753421465773,12.987012987012985,12.0,0.0,20.095180009762153,-7.46784776221561,0.005327593180633774,0.0005345472398140223,0.004793045940819752,22.077849333409386,0.0,0.20904159545898438,68.40796019900498,2.724927272727273,2.1321310794089837e-05,0.00019304706126257646,1.7567844711524176
SAC,EV Desired Capacity (%),0.85,25.0,25.0,-21.945419115697668,460.3993949328294,378.6713344372463,0.6872263083334756,3.0011077278246585,173793.86922888883,638.9461833209809,61.574045654106754,32.580844892924176,17.24137931034483,8.0,0.0,53.39934084394121,2.945415192091675,0.007869536576917812,0.0008511484248207652,0.007018388152097048,-20.19921781167551,0.0,0.18638324737548828,46.26865671641791,4.071734778895121,3.4122034820768816e-05,0.0002810780971401963,-0.8778167646279067
TD3,EV Desired Capacity (%),0.85,25.0,25.0,-7.946934953933443,445.0296883995902,439.0043454918366,0.5977898750226566,84.35402100439319,237657.3398208419,755.3253575470951,56.819623816841286,39.28408230822983,15.432098765432102,11.0,0.0,47.53869609734986,0.21714863206644194,0.008106597671618025,0.0008742329469626914,0.007232364724655334,-16.112532633276164,0.0,0.18927836418151855,47.636815920398014,4.584901780593594,3.4871596937102496e-05,0.0002904811481997232,-0.31787739815733773
AFAP,EV Desired Capacity (%),0.85,25.0,25.0,-139.96573697754482,648.0850944056498,0.0,1.0,947.82327184793,120547.70110728794,545.000231470967,99.99514242878563,0.018067204944304832,99.91304347826087,0.0,79.01382221754525,130.03521085531372,23.35647843905131,0.008100693574451015,0.0015292573787491998,0.006571436195701816,-3263.8431589254637,0.0,0.08519625663757324,0.0,0.0,6.144605535039924e-05,0.00026535007515575166,-5.598629479101793
ALAP,EV Desired Capacity (%),0.85,25.0,25.0,-89.28734466384567,372.0707719126967,0.0,0.914587114106348,364.43628276386795,125199.72620173584,529.321059421889,81.3329498411022,11.792254668762252,57.64578833693306,0.0,3.974852307433057,100.23370797225472,13.409138764331253,0.0030556746887867156,0.0008618480194145362,0.0021938266693721795,-103.1141925606847,0.0,0.07946515083312988,0.0,0.0,3.502764226637076e-05,8.720503123801221e-05,-3.5714937865538268
RR,EV Desired Capacity (%),0.85,25.0,25.0,-68.61404575010964,317.0792037164814,0.0,0.8598834559896549,0.0,68040.35782265641,402.0944862361704,77.69678912700165,18.310367483491405,43.14782608695652,0.0,0.0,43.67121256613575,11.427285782382274,0.0032913960590427198,0.0010485677104804375,0.0022428283485622824,-63.887532162493876,0.0,0.11999082565307617,0.0,0.0,4.2206793880502964e-05,9.006972479666872e-05,-2.7445618300043857
Online_MPC_NonAdaptive,EV Desired Capacity (%),0.85,25.0,25.0,50.252196952718336,221.37966960576702,470.4103106159494,0.47362947319491727,1.3214289500043912,358909.94257417496,968.8650454378363,40.3278279631849,3.3231989755040705,31.25974025974026,94.0,0.0,25.949961188943522,-8.974868960304768,0.00391592517055182,0.0004509430699652268,0.0034649821005865934,35.32954193982108,0.0,13.616239547729492,23.756218905472636,9.85152482965339,1.7994550529724622e-05,0.0001385904929618021,2.0100878781087332
Online_MPC_Adaptive,EV Desired Capacity (%),0.85,25.0,25.0,50.252196952718336,221.37966960576702,470.4103106159494,0.47362947319491727,1.3214289500043912,358909.94257417496,968.8650454378363,40.3278279631849,3.3231989755040705,31.25974025974026,94.0,0.0,25.949961188943522,-8.974868960304768,0.00391592517055182,0.0004509430699652268,0.0034649821005865934,35.32954193982108,0.0,13.421678066253662,23.756218905472636,9.85152482965339,1.7994550529724622e-05,0.0001385904929618021,2.0100878781087332
DDPG,EV Desired Capacity (%),0.95,25.0,25.0,43.91961177881044,167.46300768635882,374.6775,0.4500225607993717,0.0,302082.7882574633,926.3881822662928,43.39255793380598,38.85753421465773,12.987012987012985,12.0,0.0,20.095180009762153,-7.46784776221561,0.005327593180633774,0.0005345472398140223,0.004793045940819752,20.654975005032778,0.0,0.2520146369934082,68.40796019900498,2.724927272727273,2.1321310794089837e-05,0.00019304706126257646,1.7567844711524176
SAC,EV Desired Capacity (%),0.95,25.0,25.0,-21.945419115697668,460.3993949328294,378.6713344372463,0.6519728906751846,3.0011077278246585,173793.86922888883,638.9461833209809,61.574045654106754,32.580844892924176,17.24137931034483,8.0,0.0,53.39934084394121,2.945415192091675,0.007869536576917812,0.0008511484248207652,0.007018388152097048,-20.638639276060317,0.0,0.2394876480102539,46.26865671641791,4.071734778895121,3.4122034820768816e-05,0.0002810780971401963,-0.8778167646279067
TD3,EV Desired Capacity (%),0.95,25.0,25.0,-7.946934953933443,445.0296883995902,439.0043454918366,0.5758129008823406,84.35402100439319,237657.3398208419,755.3253575470951,56.819623816841286,39.28408230822983,15.432098765432102,11.0,0.0,47.53869609734986,0.21714863206644194,0.008106597671618025,0.0008742329469626914,0.007232364724655334,-18.055297348957474,0.0,0.20312094688415527,47.636815920398014,4.584901780593594,3.4871596937102496e-05,0.0002904811481997232,-0.31787739815733773
AFAP,EV Desired Capacity (%),0.95,25.0,25.0,-139.96573697754482,648.0850944056498,0.0,0.9992816091954023,947.82327184793,120547.70110728794,545.000231470967,99.99514242878563,0.018067204944304832,99.91304347826087,0.0,79.01382221754525,130.03521085531372,23.35647843905131,0.008100693574451015,0.0015292573787491998,0.006571436195701816,-3263.8431566218296,0.0,0.1404571533203125,0.0,0.0,6.144605535039924e-05,0.00026535007515575166,-5.598629479101793
ALAP,EV Desired Capacity (%),0.95,25.0,25.0,-89.28734466384567,372.0707719126967,0.0,0.8507311950603667,364.43628276386795,125199.72620173584,529.321059421889,81.3329498411022,11.792254668762252,57.64578833693306,0.0,3.974852307433057,100.23370797225472,13.409138764331253,0.0030556746887867156,0.0008618480194145362,0.0021938266693721795,-98.012879185967,0.0,0.20990514755249023,0.0,0.0,3.502764226637076e-05,8.720503123801221e-05,-3.5714937865538268
RR,EV Desired Capacity (%),0.95,25.0,25.0,-68.61404575010964,317.0792037164814,0.0,0.8097365294982163,0.0,68040.35782265641,402.0944862361704,77.69678912700165,18.310367483491405,43.14782608695652,0.0,0.0,43.67121256613575,11.427285782382274,0.0032913960590427198,0.0010485677104804375,0.0022428283485622824,-62.51803256266035,0.0,0.12907099723815918,0.0,0.0,4.2206793880502964e-05,9.006972479666872e-05,-2.7445618300043857
Online_MPC_NonAdaptive,EV Desired Capacity (%),0.95,25.0,25.0,50.252196952718336,221.37966960576702,470.4103106159494,0.4237737391743997,1.3214289500043912,358909.94257417496,968.8650454378363,40.3278279631849,3.3231989755040705,31.25974025974026,94.0,0.0,25.949961188943522,-8.974868960304768,0.00391592517055182,0.0004509430699652268,0.0034649821005865934,30.449573580831814,0.0,15.8474440574646,23.756218905472636,9.85152482965339,1.7994550529724622e-05,0.0001385904929618021,2.0100878781087332
Online_MPC_Adaptive,EV Desired Capacity (%),0.95,25.0,25.0,50.252196952718336,221.37966960576702,470.4103106159494,0.4237737391743997,1.3214289500043912,358909.94257417496,968.8650454378363,40.3278279631849,3.3231989755040705,31.25974025974026,94.0,0.0,25.949961188943522,-8.974868960304768,0.00391592517055182,0.0004509430699652268,0.0034649821005865934,30.449573580831814,0.0,14.714933633804321,23.756218905472636,9.85152482965339,1.7994550529724622e-05,0.0001385904929618021,2.0100878781087332
DDPG,EV Desired Capacity (%),1.0,25.0,25.0,43.91961177881044,167.46300768635882,374.6775,0.4441737316099778,0.0,302082.7882574633,926.3881822662928,43.39255793380598,38.85753421465773,12.987012987012985,12.0,0.0,20.095180009762153,-7.46784776221561,0.005327593180633774,0.0005345472398140223,0.004793045940819752,20.02816134227742,0.0,0.22699546813964844,68.40796019900498,2.724927272727273,2.1321310794089837e-05,0.00019304706126257646,1.7567844711524176
SAC,EV Desired Capacity (%),1.0,25.0,25.0,-21.945419115697668,460.3993949328294,378.6713344372463,0.6335642286964441,3.0011077278246585,173793.86922888883,638.9461833209809,61.574045654106754,32.580844892924176,17.24137931034483,8.0,0.0,53.39934084394121,2.945415192091675,0.007869536576917812,0.0008511484248207652,0.007018388152097048,-21.042158181852187,0.0,0.18807387351989746,46.26865671641791,4.071734778895121,3.4122034820768816e-05,0.0002810780971401963,-0.8778167646279067
TD3,EV Desired Capacity (%),1.0,25.0,25.0,-7.946934953933443,445.0296883995902,439.0043454918366,0.5657216561380737,84.35402100439319,237657.3398208419,755.3253575470951,56.819623816841286,39.28408230822983,15.432098765432102,11.0,0.0,47.53869609734986,0.21714863206644194,0.008106597671618025,0.0008742329469626914,0.007232364724655334,-19.25339869015275,0.0,0.15696287155151367,47.636815920398014,4.584901780593594,3.4871596937102496e-05,0.0002904811481997232,-0.31787739815733773
