Algorithm,parameter_name,parameter_value,total_ev_served_mean,total_ev_served_std,total_profits_mean,total_profits_std,total_energy_charged_mean,total_energy_charged_std,total_energy_discharged_mean,total_energy_discharged_std,average_user_satisfaction_mean,average_user_satisfaction_std,power_tracker_violation_mean,power_tracker_violation_std,tracking_error_mean,tracking_error_std,energy_tracking_error_mean,energy_tracking_error_std,energy_user_satisfaction_mean,energy_user_satisfaction_std,std_energy_user_satisfaction_mean,std_energy_user_satisfaction_std,min_energy_user_satisfaction_mean,min_energy_user_satisfaction_std,total_steps_min_emergency_battery_capacity_violation_mean,total_steps_min_emergency_battery_capacity_violation_std,transformer_overload_kwh_mean,transformer_overload_kwh_std,peak_transformer_loading_pct_mean,peak_transformer_loading_pct_std,average_transformer_loading_pct_mean,average_transformer_loading_pct_std,battery_degradation_mean,battery_degradation_std,battery_degradation_calendar_mean,battery_degradation_calendar_std,battery_degradation_cycling_mean,battery_degradation_cycling_std,total_reward_mean,total_reward_std,action_mask_mean,action_mask_std,execution_time_mean,execution_time_std,calendar_degradation_mean,calendar_degradation_std,cyclic_degradation_mean,cyclic_degradation_std,profit_per_ev_mean,profit_per_ev_std
AFAP,Discharge Price Factor,0.5,21.0,0.0,-104.55744607942653,0.0,538.1922249435711,0.0,0.0,0.0,1.0,0.0,1000.9887300805939,0.0,131868.32693640393,0.0,550.0743136409172,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,725.3223625318294,0.0,146.65115118262736,0.0,19.323724163647906,0.0,0.007144099097635806,0.0,0.001442567450876329,0.0,0.005701531646759476,0.0,-214.7758086923034,0.0,0.0,0.0,0.10671520233154297,0.0,6.89196007992696e-05,0.0,0.00027304183764996796,0.0,-4.545975916496806,0.0
ALAP,Discharge Price Factor,0.5,21.0,0.0,-100.32392440215258,0.0,304.64420235487785,0.0,0.0,0.0,0.8846384696946685,0.0,560.6234553517852,0.0,139676.6896713112,0.0,563.4396988652061,0.0,81.56557397676335,0.0,12.293253663571114,0.0,59.805615550755945,0.0,0.0,0.0,485.7306658308405,0.0,60.04874790534138,0.0,10.938211779215925,0.0,0.002607484055610082,0.0,0.0007860554614609382,0.0,0.0018214285941491437,0.0,-397.737697707665,0.0,0.0,0.0,0.0852198600769043,0.0,3.7977880987989245e-05,0.0,8.675825204178378e-05,0.0,-4.36190975661533,0.0
RR,Discharge Price Factor,0.5,21.0,0.0,-44.43208668386301,0.0,258.3599033849825,0.0,0.0,0.0,0.8360229540681919,0.0,0.0,0.0,55508.48646086904,0.0,329.41227015920884,0.0,77.97339957112106,0.0,18.220375810098226,0.0,43.25,0.0,0.0,0.0,480.7973924841444,0.0,49.76415572265866,0.0,9.276379844546398,0.0,0.0028806022151491237,0.0,0.0009829739808496943,0.0,0.0018976282342994288,0.0,-40.64114161041476,0.0,0.0,0.0,0.09221553802490234,0.0,4.703717644025744e-05,0.0,9.069405336311281e-05,0.0,-1.931829855820131,0.0
SAC,Discharge Price Factor,0.5,21.0,0.0,-25.15687210271859,0.0,381.5983651787483,0.0,377.9919143336849,0.0,0.6277110333823775,0.0,44.8534031414344,0.0,153595.2441498832,0.0,606.5924242698453,0.0,60.518520919028106,0.0,38.51987758316264,0.0,12.987012987012985,0.0,9.0,0.0,273.23721655825966,0.0,55.27939306990779,0.0,0.12948916411244343,0.0,0.007064284088350941,0.0,0.0007916661524213964,0.0,0.006272617935929545,0.0,-31.17590825526095,0.0,0.0,0.0,0.13609576225280762,0.0,3.7681893932499076e-05,0.0,0.0003006595505717869,0.0,-1.0937770479442865,0.0
DDPG,Discharge Price Factor,0.5,21.0,0.0,12.458463407516966,0.0,138.8931109757987,0.0,396.4725,0.0,0.4137358106735398,0.0,0.0,0.0,328135.98163006466,0.0,845.351562568393,0.0,40.09336581776145,0.0,37.93260611911308,0.0,12.987012987012985,0.0,12.0,0.0,130.79549558374492,0.0,6.0406315654202585,0.0,-9.248355574565386,0.0,0.004841134918146197,0.0,0.0003983659881539713,0.0,0.0044427689299922244,0.0,2.1083529482507792,0.0,0.0,0.0,0.09683537483215332,0.0,1.8872056867658482e-05,0.0,0.0002131246810831157,0.0,0.5416723220659551,0.0
DDPG+PER,Discharge Price Factor,0.5,21.0,0.0,-4.424009111051352,0.0,200.63515822956336,0.0,197.0575,0.0,0.5936975201918996,0.0,0.0,0.0,135301.60632300115,0.0,584.1945153146278,0.0,58.194681579175736,0.0,40.60489781289291,0.0,15.432098765432102,0.0,7.0,0.0,347.5733524832275,0.0,45.07338340154592,0.0,0.12845536887333464,0.0,0.0047102822246983,0.0,0.0007465791098040837,0.0,0.003963703114894216,0.0,-16.065001513128568,0.0,0.0,0.0,0.09897756576538086,0.0,3.5554817286910185e-05,0.0,0.00018898981997026205,0.0,-0.192348222219624,0.0
TQC,Discharge Price Factor,0.5,21.0,0.0,32.19614148121716,0.0,151.4047452112497,0.0,578.6634789004117,0.0,0.29385110566270417,0.0,39.9438999046364,0.0,437714.7798968923,0.0,1035.0028571856712,0.0,26.922789985833848,0.0,22.40496030012477,0.0,12.987012987012985,0.0,16.0,0.0,18.520956904770006,0.0,40.44938962100487,0.0,-15.340671109071714,0.0,0.005976914870012842,0.0,0.0003016110781736914,0.0,0.005675303791839151,0.0,5.278597143162479,0.0,0.0,0.0,0.12070369720458984,0.0,1.4057778001408175e-05,0.0,0.0002696672327362195,0.0,1.3998322383137896,0.0
Online_MPC_NonAdaptive,Discharge Price Factor,0.5,21.0,0.0,5.693787140944172,0.0,47.812709949449214,0.0,130.975,0.0,0.5685394724843744,0.0,0.0,0.0,198057.80572022966,0.0,670.934463594742,0.0,51.30190931458595,0.0,23.67079686226999,0.0,17.96875,0.0,6.0,0.0,185.71933581039036,0.0,15.411245756018202,0.0,-2.9859315673365905,0.0,0.001853490756159499,0.0,0.0006829740190302187,0.0,0.0011705167371292805,0.0,-6.768179954693486,0.0,0.0,0.0,9.690967559814453,0.0,3.2408403116939086e-05,0.0,5.5759869112443925e-05,0.0,0.2475559626497466,0.0
Online_MPC_Adaptive,Discharge Price Factor,0.5,21.0,0.0,8.889725799290105,0.0,37.17504694355767,0.0,140.3925,0.0,0.5566952884573436,0.0,0.0,0.0,206675.0109205729,0.0,690.9896266006339,0.0,50.185445472601856,0.0,23.20924352508817,0.0,17.021604938271604,0.0,3.0,0.0,171.820694979971,0.0,6.0883401197267695,0.0,-3.706009673302312,0.0,0.0019008772065688753,0.0,0.0006526676472193431,0.0,0.0012482095593495323,0.0,-3.9135860955346176,0.0,0.0,0.0,15.03089189529419,0.0,3.096734206156891e-05,0.0,5.932448184026276e-05,0.0,0.3865098173604393,0.0
AFAP,Discharge Price Factor,0.8,26.0,0.0,-216.06010088972045,0.0,747.725526813762,0.0,0.0,0.0,1.0,0.0,1110.6589729179868,0.0,164977.82945057834,0.0,621.9188072669124,0.0,99.9839219422553,0.0,0.07736072244029049,0.0,99.59740259740259,0.0,0.0,0.0,814.3224255119144,0.0,182.32348083909363,0.0,27.02872209189059,0.0,0.008845301294517799,0.0,0.0015703878697559237,0.0,0.007274913424761875,0.0,-8970.605180145149,0.0,0.0,0.0,0.1372544765472412,0.0,6.06970743180032e-05,0.0,0.00028254940762560265,0.0,-9.002504203738352,0.0
