names,mu,mu_star,sigma,mu_star_conf
Number of Charging Stations,19.381973069632117,68.19820298671584,107.63035979699649,57.57737814632414
Transformer Max Power (kW),44.395765389290055,108.8440401703024,140.165739851428,58.60053365485506
EV Spawn Multiplier,-27.471360820470817,35.738416813135636,52.12098328568101,28.691689460458505
EV Charge Efficiency,-46.24455443101287,60.33832288677712,125.59481672891258,64.94487319853316
EV Discharge Efficiency,-16.74573457648917,40.10171318419013,49.60249728409802,20.93419957429596
EV Desired Capacity (%),-4.938583586187835,45.59632192322702,62.149239186448305,22.332245180016187
Discharge Price Factor,106.8455055275978,109.62533625023893,150.5195033836083,87.01169372002971
Inflexible Loads Forecast Mean,-26.649666119135382,52.38613470252197,86.49668914487016,38.49038998267125
Solar Power Forecast Mean,22.975513684070382,59.26852070081485,80.07515715333182,29.46697981350069
