Algorithm,parameter_name,parameter_value,total_ev_served_mean,total_evs_spawned_mean,total_profits_mean,total_energy_charged_mean,total_energy_discharged_mean,average_user_satisfaction_mean,power_tracker_violation_mean,tracking_error_mean,energy_tracking_error_mean,energy_user_satisfaction_mean,std_energy_user_satisfaction_mean,min_energy_user_satisfaction_mean,total_steps_min_emergency_battery_capacity_violation_mean,transformer_overload_kwh_mean,peak_transformer_loading_pct_mean,average_transformer_loading_pct_mean,battery_degradation_mean,battery_degradation_calendar_mean,battery_degradation_cycling_mean,total_reward_mean,action_mask_mean,execution_time_mean,v2g_time_percentage_mean,average_v2g_power_mean,calendar_degradation_mean,cyclic_degradation_mean,profit_per_ev_mean
DDPG,Inflexible Loads Forecast Mean,0,25.0,25.0,43.91961177881044,167.46300768635882,374.6775,0.456505295658596,0.0,302082.7882574633,926.3881822662928,43.39255793380598,38.85753421465773,12.987012987012985,12.0,0.0,20.095180009762153,-7.46784776221561,0.005327593180633774,0.0005345472398140223,0.004793045940819752,21.33567208122458,0.0,0.2131514549255371,68.40796019900498,2.724927272727273,2.1321310794089837e-05,0.00019304706126257646,1.7567844711524176
SAC,Inflexible Loads Forecast Mean,0,25.0,25.0,-31.716765052486657,502.3353681229248,383.26262159043205,0.6968855872931562,40.5006781519837,168716.84181887557,620.3512824961508,63.98138166628287,32.51393441515204,17.24137931034483,8.0,0.0,50.26127130305193,4.291288383380143,0.008278056893734639,0.000861842156619478,0.00741621473711516,-23.832218051153532,0.0,0.2607717514038086,43.90547263681592,4.3429192248207595,3.459828105250605e-05,0.000296180836506085,-1.2686706020994662
TD3,Inflexible Loads Forecast Mean,0,25.0,25.0,-9.473976316444448,460.85331931316017,441.6669459710773,0.5971819834151176,59.64133781966435,223516.18703935316,729.8079855204012,57.73649338205867,38.99624921551614,15.432098765432102,11.0,0.0,39.273012311317615,0.6914618452981375,0.00837222657722862,0.000899630662767079,0.0074725959144615415,-20.02934557150132,0.0,0.22805309295654297,46.766169154228855,4.698584531607206,3.588754649732891e-05,0.0002992641431693483,-0.3789590526577779
AFAP,Inflexible Loads Forecast Mean,0,25.0,25.0,-139.96573697754482,648.0850944056498,0.0,1.0,947.82327184793,120547.70110728794,545.000231470967,99.99514242878563,0.018067204944304832,99.91304347826087,0.0,79.01382221754525,130.03521085531372,23.35647843905131,0.008100693574451015,0.0015292573787491998,0.006571436195701816,-3263.8431589254637,0.0,0.12685203552246094,0.0,0.0,6.144605535039924e-05,0.00026535007515575166,-5.598629479101793
ALAP,Inflexible Loads Forecast Mean,0,25.0,25.0,-89.28734466384567,372.0707719126967,0.0,0.883585271392084,364.43628276386795,125199.72620173584,529.321059421889,81.3329498411022,11.792254668762252,57.64578833693306,0.0,3.974852307433057,100.23370797225472,13.409138764331253,0.0030556746887867156,0.0008618480194145362,0.0021938266693721795,-100.54594272360411,0.0,0.20628738403320312,0.0,0.0,3.502764226637076e-05,8.720503123801221e-05,-3.5714937865538268
RR,Inflexible Loads Forecast Mean,0,25.0,25.0,-68.61404575010964,317.0792037164814,0.0,0.8338885589147838,0.0,68040.35782265641,402.0944862361704,77.69678912700165,18.310367483491405,43.14782608695652,0.0,0.0,43.67121256613575,11.427285782382274,0.0032913960590427198,0.0010485677104804375,0.0022428283485622824,-63.13121142355979,0.0,0.18310236930847168,0.0,0.0,4.2206793880502964e-05,9.006972479666872e-05,-2.7445618300043857
Online_MPC_NonAdaptive,Inflexible Loads Forecast Mean,0,25.0,25.0,50.252196952718336,221.37966960576702,470.4103106159494,0.44731672468408856,1.3214289500043912,358909.94257417496,968.8650454378363,40.3278279631849,3.3231989755040705,31.25974025974026,94.0,0.0,25.949961188943522,-8.974868960304768,0.00391592517055182,0.0004509430699652268,0.0034649821005865934,32.8583429166259,0.0,14.596113443374634,23.756218905472636,9.85152482965339,1.7994550529724622e-05,0.0001385904929618021,2.0100878781087332
Online_MPC_Adaptive,Inflexible Loads Forecast Mean,0,25.0,25.0,50.252196952718336,221.37966960576702,470.4103106159494,0.44731672468408856,1.3214289500043912,358909.94257417496,968.8650454378363,40.3278279631849,3.3231989755040705,31.25974025974026,94.0,0.0,25.949961188943522,-8.974868960304768,0.00391592517055182,0.0004509430699652268,0.0034649821005865934,32.8583429166259,0.0,14.847252130508423,23.756218905472636,9.85152482965339,1.7994550529724622e-05,0.0001385904929618021,2.0100878781087332
DDPG,Inflexible Loads Forecast Mean,15,25.0,25.0,43.91961177881044,167.46300768635882,374.6775,0.456505295658596,0.0,302082.7882574633,926.3881822662928,43.39255793380598,38.85753421465773,12.987012987012985,12.0,0.0,20.095180009762153,-7.46784776221561,0.005327593180633774,0.0005345472398140223,0.004793045940819752,21.33567208122458,0.0,0.18800091743469238,68.40796019900498,2.724927272727273,2.1321310794089837e-05,0.00019304706126257646,1.7567844711524176
SAC,Inflexible Loads Forecast Mean,15,25.0,25.0,-28.26867721302975,496.5355593196074,384.5656611793527,0.6964134055414647,31.90367931450122,165160.9368337654,623.1556314696479,63.54257768519414,32.27608951897051,17.24137931034483,7.0,0.0,51.54329755362021,4.03530729885713,0.008417520323670378,0.0008676481671718416,0.007549872156498537,-24.84819975720007,0.0,0.18983078002929688,44.65174129353234,4.284854163558247,3.4812128232340455e-05,0.00030182033082615006,-1.13074708852119
