Algorithm,parameter_name,parameter_value,total_ev_served_mean,total_ev_served_std,total_evs_spawned_mean,total_evs_spawned_std,total_profits_mean,total_profits_std,total_energy_charged_mean,total_energy_charged_std,total_energy_discharged_mean,total_energy_discharged_std,average_user_satisfaction_mean,average_user_satisfaction_std,power_tracker_violation_mean,power_tracker_violation_std,tracking_error_mean,tracking_error_std,energy_tracking_error_mean,energy_tracking_error_std,energy_user_satisfaction_mean,energy_user_satisfaction_std,std_energy_user_satisfaction_mean,std_energy_user_satisfaction_std,min_energy_user_satisfaction_mean,min_energy_user_satisfaction_std,total_steps_min_emergency_battery_capacity_violation_mean,total_steps_min_emergency_battery_capacity_violation_std,transformer_overload_kwh_mean,transformer_overload_kwh_std,peak_transformer_loading_pct_mean,peak_transformer_loading_pct_std,average_transformer_loading_pct_mean,average_transformer_loading_pct_std,battery_degradation_mean,battery_degradation_std,battery_degradation_calendar_mean,battery_degradation_calendar_std,battery_degradation_cycling_mean,battery_degradation_cycling_std,total_reward_mean,total_reward_std,action_mask_mean,action_mask_std,execution_time_mean,execution_time_std,calendar_degradation_mean,calendar_degradation_std,cyclic_degradation_mean,cyclic_degradation_std,profit_per_ev_mean,profit_per_ev_std
ALAP,EV Desired Capacity (%),0.75,16.0,0.0,16.0,0.0,-55.74511486058628,0.0,249.53542286274165,0.0,0.0,0.0,0.9302978968566572,0.0,311.2271314305753,0.0,85570.29307100765,0.0,417.2632873645714,0.0,77.54081549970567,0.0,14.493132759047201,0.0,61.419753086419746,0.0,0.0,0.0,0.0,0.0,92.84999999999997,0.0,8.911979387955059,0.0,0.0021974015555746205,0.0,0.00046551839222826316,0.0,0.0017318831633463573,0.0,-53.586630480266415,0.0,0.0,0.0,0.0512843132019043,0.0,2.968143302658526e-05,0.0,0.00010659499673146276,0.0,-3.4840696787866423,0.0
RR,EV Desired Capacity (%),0.75,16.0,0.0,16.0,0.0,-44.35094039018081,0.0,212.90012308846192,0.0,0.0,0.0,0.8521582447105922,0.0,0.0,0.0,42032.09612467276,0.0,298.28502142356353,0.0,74.16935519184733,0.0,22.133326031290853,0.0,44.078125,0.0,0.0,0.0,0.0,0.0,36.36000000000001,0.0,7.603575824587925,0.0,0.0020839653006791536,0.0,0.000590803707270342,0.0,0.001493161593408812,0.0,-43.273633546843215,0.0,0.0,0.0,0.03331470489501953,0.0,3.720590172674897e-05,0.0,9.30820850827328e-05,0.0,-2.7719337743863006,0.0
SAC,EV Desired Capacity (%),0.75,16.0,0.0,16.0,0.0,-39.16320895826955,0.0,326.11219210254836,0.0,142.32515097129522,0.0,0.7575209967653072,0.0,121.72877853691284,0.0,71402.71710205376,0.0,388.2624926492289,0.0,70.20009361139697,0.0,35.03210532480838,0.0,16.867283950617285,0.0,3.0,0.0,0.0,0.0,43.94409264483005,0.0,6.563822897544753,0.0,0.00424392294064911,0.0,0.000526568488505577,0.0,0.0037173544521435327,0.0,-37.83879122228194,0.0,0.0,0.0,0.11353707313537598,0.0,3.317000934608109e-05,0.0,0.00023258231636473682,0.0,-2.447700559891847,0.0
DDPG,EV Desired Capacity (%),0.75,16.0,0.0,16.0,0.0,-7.790778922749376,0.0,193.0373532080447,0.0,153.3025,0.0,0.5703698836943286,0.0,0.0,0.0,99245.64913521492,0.0,471.4502913039808,0.0,53.71524127707465,0.0,40.85339427561788,0.0,15.432098765432102,0.0,4.0,0.0,0.0,0.0,22.379999999999974,0.0,1.4191019002873078,0.0,0.003446914595219127,0.0,0.000461539351162816,0.0,0.0029853752440563114,0.0,-10.045952885692287,0.0,0.0,0.0,0.09483861923217773,0.0,2.8869995491329114e-05,0.0,0.00018844021404186757,0.0,-0.486923682671836,0.0
DDPG+PER,EV Desired Capacity (%),0.75,16.0,0.0,16.0,0.0,6.354255055452843,0.0,157.83012856409016,0.0,179.395,0.0,0.5192580457090002,0.0,0.0,0.0,116524.80545837987,0.0,532.7500159479353,0.0,48.31935342817502,0.0,40.072516834805256,0.0,15.432098765432102,0.0,5.0,0.0,0.0,0.0,35.76445939385063,0.0,-0.7701739798539242,0.0,0.0032063239487036214,0.0,0.0003660206350548873,0.0,0.0028403033136487335,0.0,1.3885531249192373,0.0,0.0,0.0,0.0928950309753418,0.0,2.286560109209206e-05,0.0,0.0001775358593265338,0.0,0.3971409409658027,0.0
TQC,EV Desired Capacity (%),0.75,16.0,0.0,16.0,0.0,36.76872362979342,0.0,148.12116137278207,0.0,339.39121677788285,0.0,0.373561368922008,0.0,109.09591488690101,0.0,275304.20353399613,0.0,757.0031573605769,0.0,29.563206064212327,0.0,21.04066427908682,0.0,15.432098765432102,0.0,9.0,0.0,0.0,0.0,60.60781337792874,0.0,-6.83107340732503,0.0,0.003102215049188475,0.0,0.00013004440002244556,0.0,0.0029721706491660296,0.0,39.1400971162839,0.0,0.0,0.0,0.12462258338928223,0.0,8.08300917184528e-06,0.0,0.00018600689882026781,0.0,2.298045226862089,0.0
Online_MPC_NonAdaptive,EV Desired Capacity (%),0.75,16.0,0.0,16.0,0.0,4.9661392907403625,0.0,38.2148959780834,0.0,54.0675,0.0,0.6162457227304666,0.0,0.0,0.0,115938.24685131137,0.0,527.0377485339421,0.0,49.900876738737715,0.0,28.338988011668917,0.0,15.432098765432102,0.0,1.0,0.0,0.0,0.0,12.159546102313742,0.0,-0.5661644293541646,0.0,0.0010934515730933025,0.0,0.00039879481063148024,0.0,0.0006946567624618224,0.0,2.0653948831533224,0.0,0.0,0.0,7.1403045654296875,0.0,2.490906083967175e-05,0.0,4.340622764153272e-05,0.0,0.31038370567127266,0.0
Online_MPC_Adaptive,EV Desired Capacity (%),0.75,16.0,0.0,16.0,0.0,15.142455116543543,0.0,27.82867354085005,0.0,96.01750000000001,0.0,0.5754702601448889,0.0,0.0,0.0,144563.46943363227,0.0,579.3739709711756,0.0,44.413475210932404,0.0,25.19543500299717,0.0,15.432098765432102,0.0,2.0,0.0,0.0,0.0,9.606703852722735,0.0,-2.435315230683927,0.0,0.001302964393629944,0.0,0.0003366792562279808,0.0,0.0009662851374019633,0.0,12.045125983259194,0.0,0.0,0.0,8.5749990940094,0.0,2.097947242000901e-05,0.0,6.045476385645507e-05,0.0,0.9464034447839714,0.0
AFAP,EV Desired Capacity (%),0.85,16.0,0.0,16.0,0.0,-98.6953790347602,0.0,464.67299778112334,0.0,0.0,0.0,1.0,0.0,643.1303946214376,0.0,61677.66935543796,0.0,368.077344041621,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.2028706277353756,0.0,103.17647115693744,0.0,16.595464206468687,0.0,0.005380781954359334,0.0,0.0009551547777394808,0.0,0.004425627176619852,0.0,-90.83786435547302,0.0,0.0,0.0,0.04773306846618652,0.0,6.0016677824146525e-05,0.0,0.00027940089732436104,0.0,-6.168461189672512,0.0
ALAP,EV Desired Capacity (%),0.85,16.0,0.0,16.0,0.0,-55.74511486058628,0.0,249.53542286274165,0.0,0.0,0.0,0.8678267887865646,0.0,311.2271314305753,0.0,85570.29307100765,0.0,417.2632873645714,0.0,77.54081549970567,0.0,14.493132759047201,0.0,61.419753086419746,0.0,0.0,0.0,0.0,0.0,92.84999999999997,0.0,8.911979387955059,0.0,0.0021974015555746205,0.0,0.00046551839222826316,0.0,0.0017318831633463573,0.0,-51.140472934223595,0.0,0.0,0.0,0.031179189682006836,0.0,2.968143302658526e-05,0.0,0.00010659499673146276,0.0,-3.4840696787866423,0.0
RR,EV Desired Capacity (%),0.85,16.0,0.0,16.0,0.0,-44.35094039018081,0.0,212.90012308846192,0.0,0.0,0.0,0.8082107114108834,0.0,0.0,0.0,42032.09612467276,0.0,298.28502142356353,0.0,74.16935519184733,0.0,22.133326031290853,0.0,44.078125,0.0,0.0,0.0,0.0,0.0,36.36000000000001,0.0,7.603575824587925,0.0,0.0020839653006791536,0.0,0.000590803707270342,0.0,0.001493161593408812,0.0,-42.94199959584147,0.0,0.0,0.0,0.04640483856201172,0.0,3.720590172674897e-05,0.0,9.30820850827328e-05,0.0,-2.7719337743863006,0.0
SAC,EV Desired Capacity (%),0.85,16.0,0.0,16.0,0.0,-39.16320895826955,0.0,326.11219210254836,0.0,142.32515097129522,0.0,0.7419302912635062,0.0,121.72877853691284,0.0,71402.71710205376,0.0,388.2624926492289,0.0,70.20009361139697,0.0,35.03210532480838,0.0,16.867283950617285,0.0,3.0,0.0,0.0,0.0,43.94409264483005,0.0,6.563822897544753,0.0,0.00424392294064911,0.0,0.000526568488505577,0.0,0.0037173544521435327,0.0,-37.78996023403497,0.0,0.0,0.0,0.09809136390686035,0.0,3.317000934608109e-05,0.0,0.00023258231636473682,0.0,-2.447700559891847,0.0
DDPG,EV Desired Capacity (%),0.85,16.0,0.0,16.0,0.0,-7.790778922749376,0.0,193.0373532080447,0.0,153.3025,0.0,0.5547381326714664,0.0,0.0,0.0,99245.64913521492,0.0,471.4502913039808,0.0,53.71524127707465,0.0,40.85339427561788,0.0,15.432098765432102,0.0,4.0,0.0,0.0,0.0,22.379999999999974,0.0,1.4191019002873078,0.0,0.003446914595219127,0.0,0.000461539351162816,0.0,0.0029853752440563114,0.0,-10.27705923917258,0.0,0.0,0.0,0.09547877311706543,0.0,2.8869995491329114e-05,0.0,0.00018844021404186757,0.0,-0.486923682671836,0.0
DDPG+PER,EV Desired Capacity (%),0.85,16.0,0.0,16.0,0.0,6.354255055452843,0.0,157.83012856409016,0.0,179.395,0.0,0.5022865109197061,0.0,0.0,0.0,116524.80545837987,0.0,532.7500159479353,0.0,48.31935342817502,0.0,40.072516834805256,0.0,15.432098765432102,0.0,5.0,0.0,0.0,0.0,35.76445939385063,0.0,-0.7701739798539242,0.0,0.0032063239487036214,0.0,0.0003660206350548873,0.0,0.0028403033136487335,0.0,0.9234260220212545,0.0,0.0,0.0,0.09503436088562012,0.0,2.286560109209206e-05,0.0,0.0001775358593265338,0.0,0.3971409409658027,0.0
TQC,EV Desired Capacity (%),0.85,16.0,0.0,16.0,0.0,36.76872362979342,0.0,148.12116137278207,0.0,339.39121677788285,0.0,0.3369659137547129,0.0,109.09591488690101,0.0,275304.20353399613,0.0,757.0031573605769,0.0,29.563206064212327,0.0,21.04066427908682,0.0,15.432098765432102,0.0,9.0,0.0,0.0,0.0,60.60781337792874,0.0,-6.83107340732503,0.0,0.003102215049188475,0.0,0.00013004440002244556,0.0,0.0029721706491660296,0.0,37.27841332213241,0.0,0.0,0.0,0.08552289009094238,0.0,8.08300917184528e-06,0.0,0.00018600689882026781,0.0,2.298045226862089,0.0
Online_MPC_NonAdaptive,EV Desired Capacity (%),0.85,16.0,0.0,16.0,0.0,5.263438708399018,0.0,39.16112281671776,0.0,56.612500000000004,0.0,0.5706042412973118,0.0,0.0,0.0,116871.8973298649,0.0,528.6365216953077,0.0,49.72674282683291,0.0,28.80197290205193,0.0,15.432098765432102,0.0,1.0,0.0,0.0,0.0,12.159546102313742,0.0,-0.6232634708315087,0.0,0.0011048386544813033,0.0,0.000398110955238079,0.0,0.0007067276992432243,0.0,1.3729645672207986,0.0,0.0,0.0,7.16881251335144,0.0,2.4862774920660027e-05,0.0,4.4212964637632864e-05,0.0,0.32896491927493865,0.0
Online_MPC_Adaptive,EV Desired Capacity (%),0.85,16.0,0.0,16.0,0.0,14.068087217101978,0.0,29.569035421013975,0.0,92.72,0.0,0.5283757550781274,0.0,0.0,0.0,141923.11937942158,0.0,574.3361090910117,0.0,44.91193918164083,0.0,25.83506994219784,0.0,15.432098765432102,0.0,2.0,0.0,0.0,0.0,9.606703852722735,0.0,-2.255391592106644,0.0,0.0012729920123151508,0.0,0.00033858864878985644,0.0,0.0009344033635252944,0.0,10.149839628943568,0.0,0.0,0.0,8.441925287246704,0.0,2.110733549769806e-05,0.0,5.85147826597648e-05,0.0,0.8792554510688736,0.0
AFAP,EV Desired Capacity (%),0.95,16.0,0.0,16.0,0.0,-98.6953790347602,0.0,464.67299778112334,0.0,0.0,0.0,1.0,0.0,643.1303946214376,0.0,61677.66935543796,0.0,368.077344041621,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.2028706277353756,0.0,103.17647115693744,0.0,16.595464206468687,0.0,0.005380781954359334,0.0,0.0009551547777394808,0.0,0.004425627176619852,0.0,-90.83786435547302,0.0,0.0,0.0,0.03149151802062988,0.0,6.0016677824146525e-05,0.0,0.00027940089732436104,0.0,-6.168461189672512,0.0
ALAP,EV Desired Capacity (%),0.95,16.0,0.0,16.0,0.0,-55.74511486058628,0.0,249.53542286274165,0.0,0.0,0.0,0.8097603533536539,0.0,311.2271314305753,0.0,85570.29307100765,0.0,417.2632873645714,0.0,77.54081549970567,0.0,14.493132759047201,0.0,61.419753086419746,0.0,0.0,0.0,0.0,0.0,92.84999999999997,0.0,8.911979387955059,0.0,0.0021974015555746205,0.0,0.00046551839222826316,0.0,0.0017318831633463573,0.0,-48.932057929284234,0.0,0.0,0.0,0.03153848648071289,0.0,2.968143302658526e-05,0.0,0.00010659499673146276,0.0,-3.4840696787866423,0.0
RR,EV Desired Capacity (%),0.95,16.0,0.0,16.0,0.0,-44.35094039018081,0.0,212.90012308846192,0.0,0.0,0.0,0.763748027829875,0.0,0.0,0.0,42032.09612467276,0.0,298.28502142356353,0.0,74.16935519184733,0.0,22.133326031290853,0.0,44.078125,0.0,0.0,0.0,0.0,0.0,36.36000000000001,0.0,7.603575824587925,0.0,0.0020839653006791536,0.0,0.000590803707270342,0.0,0.001493161593408812,0.0,-42.733349931579575,0.0,0.0,0.0,0.03030252456665039,0.0,3.720590172674897e-05,0.0,9.30820850827328e-05,0.0,-2.7719337743863006,0.0
SAC,EV Desired Capacity (%),0.95,16.0,0.0,16.0,0.0,-39.16320895826955,0.0,326.11219210254836,0.0,142.32515097129522,0.0,0.7192115116989153,0.0,121.72877853691284,0.0,71402.71710205376,0.0,388.2624926492289,0.0,70.20009361139697,0.0,35.03210532480838,0.0,16.867283950617285,0.0,3.0,0.0,0.0,0.0,43.94409264483005,0.0,6.563822897544753,0.0,0.00424392294064911,0.0,0.000526568488505577,0.0,0.0037173544521435327,0.0,-37.72987281758727,0.0,0.0,0.0,0.14304828643798828,0.0,3.317000934608109e-05,0.0,0.00023258231636473682,0.0,-2.447700559891847,0.0
DDPG,EV Desired Capacity (%),0.95,16.0,0.0,16.0,0.0,-7.790778922749376,0.0,193.0373532080447,0.0,153.3025,0.0,0.5423972766007857,0.0,0.0,0.0,99245.64913521492,0.0,471.4502913039808,0.0,53.71524127707465,0.0,40.85339427561788,0.0,15.432098765432102,0.0,4.0,0.0,0.0,0.0,22.379999999999974,0.0,1.4191019002873078,0.0,0.003446914595219127,0.0,0.000461539351162816,0.0,0.0029853752440563114,0.0,-10.470877329093154,0.0,0.0,0.0,0.11132359504699707,0.0,2.8869995491329114e-05,0.0,0.00018844021404186757,0.0,-0.486923682671836,0.0
DDPG+PER,EV Desired Capacity (%),0.95,16.0,0.0,16.0,0.0,6.354255055452843,0.0,157.83012856409016,0.0,179.395,0.0,0.488887930822895,0.0,0.0,0.0,116524.80545837987,0.0,532.7500159479353,0.0,48.31935342817502,0.0,40.072516834805256,0.0,15.432098765432102,0.0,5.0,0.0,0.0,0.0,35.76445939385063,0.0,-0.7701739798539242,0.0,0.0032063239487036214,0.0,0.0003660206350548873,0.0,0.0028403033136487335,0.0,0.534701557780421,0.0,0.0,0.0,0.10335445404052734,0.0,2.286560109209206e-05,0.0,0.0001775358593265338,0.0,0.3971409409658027,0.0
TQC,EV Desired Capacity (%),0.95,16.0,0.0,16.0,0.0,36.76872362979342,0.0,148.12116137278207,0.0,339.39121677788285,0.0,0.30807476493842734,0.0,109.09591488690101,0.0,275304.20353399613,0.0,757.0031573605769,0.0,29.563206064212327,0.0,21.04066427908682,0.0,15.432098765432102,0.0,9.0,0.0,0.0,0.0,60.60781337792874,0.0,-6.83107340732503,0.0,0.003102215049188475,0.0,0.00013004440002244556,0.0,0.0029721706491660296,0.0,35.61318496285684,0.0,0.0,0.0,0.10608482360839844,0.0,8.08300917184528e-06,0.0,0.00018600689882026781,0.0,2.298045226862089,0.0
Online_MPC_NonAdaptive,EV Desired Capacity (%),0.95,16.0,0.0,16.0,0.0,5.146231272186816,0.0,39.65480717993815,0.0,56.59,0.0,0.522585306764799,0.0,0.0,0.0,116678.90277567186,0.0,528.1203373320873,0.0,49.78399578667764,0.0,29.349646525373913,0.0,15.432098765432102,0.0,2.0,0.0,0.0,0.0,12.159546102313742,0.0,-0.6048283150022087,0.0,0.0010990881176207595,0.0,0.0003974558735564134,0.0,0.0007016322440643462,0.0,0.165024461194492,0.0,0.0,0.0,6.9247212409973145,0.0,2.482384056349621e-05,0.0,4.390672209995147e-05,0.0,0.321639454511676,0.0
Online_MPC_Adaptive,EV Desired Capacity (%),0.95,16.0,0.0,16.0,0.0,13.702385326490765,0.0,31.406709180981572,0.0,92.88000000000001,0.0,0.4746767148978959,0.0,0.0,0.0,141312.23353412683,0.0,572.6584353310441,0.0,45.094287915300114,0.0,25.78247012326353,0.0,15.432098765432102,0.0,2.0,0.0,0.0,0.0,9.814040422901451,0.0,-2.195474672107801,0.0,0.001289743434164891,0.0,0.00033900497677879257,0.0,0.0009507384573860985,0.0,8.235642495661054,0.0,0.0,0.0,8.822773456573486,0.0,2.1137339387383402e-05,0.0,5.953418573969081e-05,0.0,0.8563990829056728,0.0
AFAP,EV Desired Capacity (%),1.0,16.0,0.0,16.0,0.0,-98.6953790347602,0.0,464.67299778112334,0.0,0.0,0.0,1.0,0.0,643.1303946214376,0.0,61677.66935543796,0.0,368.077344041621,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.2028706277353756,0.0,103.17647115693744,0.0,16.595464206468687,0.0,0.005380781954359334,0.0,0.0009551547777394808,0.0,0.004425627176619852,0.0,-90.83786435547302,0.0,0.0,0.0,0.0602414608001709,0.0,6.0016677824146525e-05,0.0,0.00027940089732436104,0.0,-6.168461189672512,0.0
ALAP,EV Desired Capacity (%),1.0,16.0,0.0,16.0,0.0,-55.74511486058628,0.0,249.53542286274165,0.0,0.0,0.0,0.7754081549970567,0.0,311.2271314305753,0.0,85570.29307100765,0.0,417.2632873645714,0.0,77.54081549970567,0.0,14.493132759047201,0.0,61.419753086419746,0.0,0.0,0.0,0.0,0.0,92.84999999999997,0.0,8.911979387955059,0.0,0.0021974015555746205,0.0,0.00046551839222826316,0.0,0.0017318831633463573,0.0,-47.68367686194968,0.0,0.0,0.0,0.03172898292541504,0.0,2.968143302658526e-05,0.0,0.00010659499673146276,0.0,-3.4840696787866423,0.0
RR,EV Desired Capacity (%),1.0,16.0,0.0,16.0,0.0,-44.35094039018081,0.0,212.90012308846192,0.0,0.0,0.0,0.7416935519184733,0.0,0.0,0.0,42032.09612467276,0.0,298.28502142356353,0.0,74.16935519184733,0.0,22.133326031290853,0.0,44.078125,0.0,0.0,0.0,0.0,0.0,36.36000000000001,0.0,7.603575824587925,0.0,0.0020839653006791536,0.0,0.000590803707270342,0.0,0.001493161593408812,0.0,-42.65014216930518,0.0,0.0,0.0,0.03398418426513672,0.0,3.720590172674897e-05,0.0,9.30820850827328e-05,0.0,-2.7719337743863006,0.0
SAC,EV Desired Capacity (%),1.0,16.0,0.0,16.0,0.0,-39.16320895826955,0.0,326.11219210254836,0.0,142.32515097129522,0.0,0.7020009361139696,0.0,121.72877853691284,0.0,71402.71710205376,0.0,388.2624926492289,0.0,70.20009361139697,0.0,35.03210532480838,0.0,16.867283950617285,0.0,3.0,0.0,0.0,0.0,43.94409264483005,0.0,6.563822897544753,0.0,0.00424392294064911,0.0,0.000526568488505577,0.0,0.0037173544521435327,0.0,-37.7501511020303,0.0,0.0,0.0,0.11059451103210449,0.0,3.317000934608109e-05,0.0,0.00023258231636473682,0.0,-2.447700559891847,0.0
DDPG,EV Desired Capacity (%),1.0,16.0,0.0,16.0,0.0,-7.790778922749376,0.0,193.0373532080447,0.0,153.3025,0.0,0.5371524127707464,0.0,0.0,0.0,99245.64913521492,0.0,471.4502913039808,0.0,53.71524127707465,0.0,40.85339427561788,0.0,15.432098765432102,0.0,4.0,0.0,0.0,0.0,22.379999999999974,0.0,1.4191019002873078,0.0,0.003446914595219127,0.0,0.000461539351162816,0.0,0.0029853752440563114,0.0,-10.55636234580997,0.0,0.0,0.0,0.09903383255004883,0.0,2.8869995491329114e-05,0.0,0.00018844021404186757,0.0,-0.486923682671836,0.0
