Algorithm,parameter_name,parameter_value,total_ev_served_mean,total_ev_served_std,total_profits_mean,total_profits_std,total_energy_charged_mean,total_energy_charged_std,total_energy_discharged_mean,total_energy_discharged_std,average_user_satisfaction_mean,average_user_satisfaction_std,power_tracker_violation_mean,power_tracker_violation_std,tracking_error_mean,tracking_error_std,energy_tracking_error_mean,energy_tracking_error_std,energy_user_satisfaction_mean,energy_user_satisfaction_std,std_energy_user_satisfaction_mean,std_energy_user_satisfaction_std,min_energy_user_satisfaction_mean,min_energy_user_satisfaction_std,total_steps_min_emergency_battery_capacity_violation_mean,total_steps_min_emergency_battery_capacity_violation_std,transformer_overload_kwh_mean,transformer_overload_kwh_std,peak_transformer_loading_pct_mean,peak_transformer_loading_pct_std,average_transformer_loading_pct_mean,average_transformer_loading_pct_std,battery_degradation_mean,battery_degradation_std,battery_degradation_calendar_mean,battery_degradation_calendar_std,battery_degradation_cycling_mean,battery_degradation_cycling_std,total_reward_mean,total_reward_std,action_mask_mean,action_mask_std,execution_time_mean,execution_time_std,calendar_degradation_mean,calendar_degradation_std,cyclic_degradation_mean,cyclic_degradation_std,profit_per_ev_mean,profit_per_ev_std
RR,Number of Charging Stations,25,24.0,0.0,-56.13602141527193,0.0,320.8068152408144,0.0,0.0,0.0,0.8224186581194755,0.0,0.0,0.0,78032.37884681574,0.0,410.0336162030598,0.0,75.77430546344424,0.0,19.332771287680806,0.0,40.11590470057953,0.0,0.0,0.0,7.5485600678708025,0.0,50.12201311864567,0.0,11.601358875938692,0.0,0.003046051990114055,0.0,0.0008993647723625384,0.0,0.002146687217751517,0.0,-123.8996678522598,0.0,0.0,0.0,0.045850276947021484,0.0,3.774540705558187e-05,0.0,8.941583670673315e-05,0.0,-2.159077746741228,0.0
SAC,Number of Charging Stations,25,24.0,0.0,-3.91077398965733,0.0,357.4083759787542,0.0,335.5653114492911,0.0,0.5560245689379789,0.0,5.2874315636981075,0.0,201672.706734062,0.0,711.6410826962602,0.0,53.85947433336825,0.0,35.55943069814345,0.0,15.432098765432102,0.0,8.0,0.0,0.0,0.0,32.642510443282156,0.0,0.7899122416285551,0.0,0.005914265895837038,0.0,0.0006605798647416176,0.0,0.00525368603109542,0.0,-10.199468774811528,0.0,0.0,0.0,0.10995030403137207,0.0,2.7537434191201538e-05,0.0,0.00021968293574768945,0.0,-0.15041438421758963,0.0
DDPG,Number of Charging Stations,25,24.0,0.0,-28.106721407086567,0.0,394.6855589605028,0.0,250.65250000000003,0.0,0.6186633320027364,0.0,21.6818161315838,0.0,161194.3050947698,0.0,597.6482805491636,0.0,63.12407289513919,0.0,39.52720099161406,0.0,12.987012987012985,0.0,6.0,0.0,5.673520302637641,0.0,34.71362999094926,0.0,5.2086773959141235,0.0,0.006268998856329899,0.0,0.0007236634845586663,0.0,0.005545335371771233,0.0,-59.3795684841223,0.0,0.0,0.0,0.09429430961608887,0.0,3.0283138761770762e-05,0.0,0.000233495378340634,0.0,-1.0810277464264064,0.0
DDPG+PER,Number of Charging Stations,25,24.0,0.0,-35.41588262215265,0.0,477.74564245309494,0.0,259.43500000000006,0.0,0.6676546612539357,0.0,0.3128657729999045,0.0,110096.65219916064,0.0,512.6862218772794,0.0,68.8300727718405,0.0,40.25924750724609,0.0,12.987012987012985,0.0,7.0,0.0,2.620414783804801,0.0,66.78041015764362,0.0,7.894782745291471,0.0,0.007033544386124226,0.0,0.0008314189526198964,0.0,0.006202125433504331,0.0,-37.138868181363684,0.0,0.0,0.0,0.11051535606384277,0.0,3.477160990642623e-05,0.0,0.0002618232342912158,0.0,-1.3621493316212558,0.0
TQC,Number of Charging Stations,25,24.0,0.0,-11.902799304650246,0.0,401.79944774057907,0.0,353.82018540138654,0.0,0.5860522186778778,0.0,23.420921886809495,0.0,219397.1473032942,0.0,694.5716300480868,0.0,57.04257214914156,0.0,35.31173773999561,0.0,12.987012987012985,0.0,7.0,0.0,16.94367710437998,0.0,40.06001766751241,0.0,1.7350773567012614,0.0,0.006765424618725514,0.0,0.000677390956222991,0.0,0.006088033662502523,0.0,-207.25978467616545,0.0,0.0,0.0,0.11094546318054199,0.0,2.8269059996956323e-05,0.0,0.0002544376466003271,0.0,-0.4577999732557787,0.0
Online_MPC_NonAdaptive,Number of Charging Stations,25,24.0,0.0,-18.254062790214764,0.0,103.09356036825604,0.0,0.0,0.0,0.6546906728251272,0.0,30.400131299044055,0.0,172235.49615956534,0.0,642.9469367251404,0.0,59.96938865251954,0.0,23.29464581958848,0.0,23.14814814814815,0.0,0.0,0.0,0.0,0.0,29.96993114786194,0.0,3.72817949871978,0.0,0.001391680498731371,0.0,0.0007153083596101957,0.0,0.0006763721391211755,0.0,-4.494175814073358,0.0,0.0,0.0,11.337462663650513,0.0,2.988594305458717e-05,0.0,2.8319522765714663e-05,0.0,-0.7020793380851832,0.0
Online_MPC_Adaptive,Number of Charging Stations,25,24.0,0.0,-18.900933223581745,0.0,103.31063699114287,0.0,0.0,0.0,0.6621624766640504,0.0,63.908773340589505,0.0,178625.3581840179,0.0,659.4841811230262,0.0,60.14544425141145,0.0,23.241445243479447,0.0,23.14814814814815,0.0,0.0,0.0,0.0,0.0,30.407354625311694,0.0,3.7360296555308086,0.0,0.001391632495584456,0.0,0.0007351535084062215,0.0,0.0006564789871782344,0.0,-4.7616779530218265,0.0,0.0,0.0,12.620962142944336,0.0,3.0696835640208104e-05,0.0,2.7448756521391903e-05,0.0,-0.7269589701377595,0.0
AFAP,Number of Charging Stations,50,50.0,0.0,-406.36135278555963,0.0,1388.5342616402606,0.0,0.0,0.0,0.9983315295815296,0.0,1533.9835534546169,0.0,314865.67374549696,0.0,901.2126924171073,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,463.3388380649934,0.0,279.72104222146976,0.0,50.13086579891029,0.0,0.016338802322327,0.0,0.0030163841067490467,0.0,0.013322418215577956,0.0,-37338.20156202992,0.0,0.0,0.0,0.09530949592590332,0.0,6.0627805491092846e-05,0.0,0.0002692507833704229,0.0,-7.967869662461953,0.0
ALAP,Number of Charging Stations,50,50.0,0.0,-375.46756019407934,0.0,791.9257983233151,0.0,0.0,0.0,0.8587375249631188,0.0,1147.3951977672727,0.0,739646.1772395639,0.0,1304.52697789038,0.0,79.77918215825085,0.0,13.4234943210682,0.0,57.64578833693306,0.0,0.0,0.0,406.6074810209352,0.0,180.76291699426136,0.0,28.591246910640805,0.0,0.006790040794342136,0.0,0.001527657031378463,0.0,0.005262383762963673,0.0,-15864.64937165221,0.0,0.0,0.0,0.07012128829956055,0.0,3.1137272975494046e-05,0.0,0.0001037909755381124,0.0,-7.36210902341332,0.0
RR,Number of Charging Stations,50,50.0,0.0,-200.2044889314109,0.0,629.7299371906321,0.0,0.0,0.0,0.7926761128633618,0.0,0.0,0.0,335464.76515737374,0.0,893.0252401394268,0.0,74.47539370450038,0.0,21.611408006453708,0.0,35.4375,0.0,0.0,0.0,11.548749951566982,0.0,105.04429519353444,0.0,22.735418090128924,0.0,0.0064115050298796505,0.0,0.0019367805084291203,0.0,0.004474724521450529,0.0,-110.80421457774413,0.0,0.0,0.0,0.06350374221801758,0.0,3.898121324019237e-05,0.0,8.959177551881749e-05,0.0,-3.92557821434139,0.0
SAC,Number of Charging Stations,50,50.0,0.0,0.4578734180276094,0.0,853.9761643171772,0.0,908.9825676409084,0.0,0.5331753862116956,0.0,43.004153688508524,0.0,1106962.1912546514,0.0,1599.2636574980447,0.0,51.35915659116941,0.0,36.265540351195426,0.0,12.987012987012985,0.0,20.0,0.0,46.093066705804844,0.0,69.2304600179563,0.0,-1.9859204769245453,0.0,0.013457887351487851,0.0,0.001298796933561138,0.0,0.012159090417926711,0.0,-477.37672946963704,0.0,0.0,0.0,0.18792033195495605,0.0,2.597992733888583e-05,0.0,0.0002443244378215249,0.0,0.008977910157404106,0.0
DDPG,Number of Charging Stations,50,50.0,0.0,-53.63407479239347,0.0,739.5326037884324,0.0,522.8600000000001,0.0,0.6011568261481354,0.0,0.0,0.0,686518.7534934486,0.0,1306.0825735416265,0.0,60.90768956166737,0.0,41.13308124457093,0.0,12.987012987012985,0.0,11.0,0.0,0.0,0.0,85.17448392614001,0.0,7.8226267243756915,0.0,0.012621361176837327,0.0,0.001671516292463798,0.0,0.010949844884373528,0.0,-32.666866378893474,0.0,0.0,0.0,0.12730860710144043,0.0,3.347448086317399e-05,0.0,0.00022073803145677506,0.0,-1.0516485253410484,0.0
DDPG+PER,Number of Charging Stations,50,50.0,0.0,-163.41594075669448,0.0,924.4084273361542,0.0,439.89,0.0,0.6930252323276823,0.0,200.7848471837512,0.0,584154.0293377792,0.0,1138.6291735857803,0.0,70.04112526646588,0.0,39.95884358572776,0.0,12.987012987012985,0.0,10.0,0.0,14.170651647367812,0.0,106.88490600756262,0.0,17.492782806234175,0.0,0.0136538634675713,0.0,0.001916356138376615,0.0,0.011737507329194685,0.0,-185.5440599890367,0.0,0.0,0.0,0.13357305526733398,0.0,3.8443310016319715e-05,0.0,0.00023704788385207345,0.0,-3.2042341324842054,0.0
TQC,Number of Charging Stations,50,50.0,0.0,-19.57458828282978,0.0,894.5259873776449,0.0,799.5457864833261,0.0,0.6076655055133217,0.0,8.373567412965073,0.0,869507.1293415923,0.0,1431.9617601422233,0.0,57.33885159492735,0.0,36.032046230431305,0.0,12.987012987012985,0.0,13.0,0.0,0.0,0.0,94.72825165452026,0.0,3.429112148058919,0.0,0.01524176262206118,0.0,0.0016420367959220784,0.0,0.013599725826139102,0.0,-33.82277847447811,0.0,0.0,0.0,0.14745521545410156,0.0,3.2831873697782746e-05,0.0,0.0002727104204193117,0.0,-0.38381545652607413,0.0
Online_MPC_NonAdaptive,Number of Charging Stations,50,50.0,0.0,-40.63156941764741,0.0,139.61805375797644,0.0,0.0,0.0,0.6346609604251537,0.0,22.516347832800292,0.0,794892.7737671359,0.0,1394.3952974884826,0.0,57.847269394538124,0.0,24.81808246761748,0.0,19.480519480519483,0.0,0.0,0.0,0.0,0.0,30.35721794042156,0.0,5.040692267670882,0.0,0.002383420864532375,0.0,0.00150432389357559,0.0,0.0008790969709567856,0.0,-26.36819928717249,0.0,0.0,0.0,14.093682765960693,0.0,3.0135004801801804e-05,0.0,1.74280420409996e-05,0.0,-0.796697439561714,0.0
Online_MPC_Adaptive,Number of Charging Stations,50,50.0,0.0,-28.89928740632728,0.0,98.85836745565855,0.0,0.0,0.0,0.6190865557871951,0.0,10.230000000000002,0.0,841832.2856543771,0.0,1429.0118098744006,0.0,56.451759408421296,0.0,24.159712842335736,0.0,19.480519480519483,0.0,0.0,0.0,0.0,0.0,20.349343894128747,0.0,3.5691273085078095,0.0,0.002117899716902836,0.0,0.0014747676988245064,0.0,0.0006431320180783293,0.0,-28.152313177455863,0.0,0.0,0.0,17.369974613189697,0.0,2.9525167665686015e-05,0.0,1.2737253134298345e-05,0.0,-0.5666526942417114,0.0
AFAP,Number of Charging Stations,100,96.0,0.0,-415.4893083340344,0.0,2729.460112912224,0.0,0.0,0.0,1.0,0.0,3683.571275469822,0.0,1913871.6334797363,0.0,2101.556030040488,0.0,99.98510504090261,0.0,0.07234500462967038,0.0,99.54782608695652,0.0,0.0,0.0,2034.5464565413808,0.0,601.2593968217435,0.0,98.59287077334221,0.0,0.032935821545517545,0.0,0.005835996276535051,0.0,0.027099825268982494,0.0,-208264.3158255918,0.0,0.0,0.0,0.17391085624694824,0.0,6.109111322461485e-05,0.0,0.00028489036024124666,0.0,-4.283394931278705,0.0
